Baseline 100%T,,Baseline 0%T,,blanco,,blanco1,,t1_casca,,t1_topo,,t1_meio,,t1_base,,s1_0_20,,s1_20_40,,s1_40_60,,t4_casca,,t4_topo,,t4_meio,,t4_base,,s4_0_20,,s4_10_40,,s4_40_60,
Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R
1501,81.9390564,1501,0.022385197,1501,99.94700623,,,1501,68.86307526,1501,69.1529007,1501,68.04214478,1501,68.95611572,1501,67.93855286,1501,65.01972961,1501,64.43863678,1501,52.4149971,1501,50.23195267,1501,50.3844986,1501,51.6978569,1501,48.90904236,1501,48.40233231,1501,50.33298874
1500.5,81.90856171,1500.5,-0.002411403,1500.5,99.97716522,,,1500.5,68.86487579,1500.5,69.07629395,1500.5,68.02664185,1500.5,69.17153168,1500.5,67.8859024,1500.5,65.01104736,1500.5,64.47599792,1500.5,52.46419144,1500.5,50.28755188,1500.5,50.51818085,1500.5,51.73124695,1500.5,48.9890976,1500.5,48.44189453,1500.5,50.26884842
1500,81.81472778,1500,0.010325609,1500,100.0564575,,,1500,68.85573578,1500,69.12998962,1500,68.11843872,1500,69.06214142,1500,68.03956604,1500,65.1138916,1500,64.43327332,1500,52.50380707,1500,50.42454529,1500,50.50005341,1500,51.77241516,1500,49.02105713,1500,48.50866318,1500,50.42510223
1499.5,81.93151093,1499.5,0.014983832,1499.5,99.97174835,,,1499.5,68.74523163,1499.5,69.03543091,1499.5,67.96938324,1499.5,68.96018982,1499.5,67.84699249,1499.5,64.97922516,1499.5,64.29930115,1499.5,52.4104538,1499.5,50.26894379,1499.5,50.44084167,1499.5,51.68792725,1499.5,48.92611694,1499.5,48.35223007,1499.5,50.34692383
1499,81.93423462,1499,-0.018116096,1499,99.91748047,,,1499,68.76837158,1499,69.03956604,1499,68.02129364,1499,69.00497437,1499,67.84989166,1499,64.99555206,1499,64.3085556,1499,52.38854218,1499,50.33587646,1499,50.41579437,1499,51.70540619,1499,48.96059036,1499,48.41207123,1499,50.37768555
1498.5,81.89881134,1498.5,-0.027850514,1498.5,100.0439987,,,1498.5,68.75682831,1498.5,69.06275177,1498.5,67.98522186,1498.5,69.03488159,1498.5,67.90930939,1498.5,64.97130585,1498.5,64.34941101,1498.5,52.43563843,1498.5,50.25656891,1498.5,50.3627243,1498.5,51.64916992,1498.5,48.96454239,1498.5,48.40181351,1498.5,50.40351868
1498,81.91347504,1498,-0.022810141,1498,99.89061737,,,1498,68.74188232,1498,69.00652313,1498,67.89408875,1498,69.00456238,1498,67.87232971,1498,65.02606964,1498,64.29550934,1498,52.43024826,1498,50.31296539,1498,50.38003159,1498,51.72818375,1498,48.92720032,1498,48.3829689,1498,50.38090897
1497.5,81.94155884,1497.5,0.033514071,1497.5,99.91287994,,,1497.5,68.69707489,1497.5,68.9272995,1497.5,67.93000031,1497.5,68.89488983,1497.5,67.79669189,1497.5,64.83185577,1497.5,64.20658875,1497.5,52.32730103,1497.5,50.17625809,1497.5,50.3651123,1497.5,51.77177048,1497.5,48.93811417,1497.5,48.30384827,1497.5,50.30640411
1497,81.88902283,1497,0.054475881,1497,99.98418427,,,1497,68.76862335,1497,68.97219849,1497,67.93927002,1497,68.97930145,1497,67.90608215,1497,64.87854767,1497,64.19385529,1497,52.3883934,1497,50.24744797,1497,50.39987564,1497,51.6435318,1497,48.88113403,1497,48.28032303,1497,50.35269165
1496.5,81.81783295,1496.5,0.067476042,1496.5,100.1420975,,,1496.5,68.7615509,1496.5,69.03013611,1496.5,67.96404266,1496.5,68.93786621,1496.5,67.86692047,1496.5,65.02510071,1496.5,64.20398712,1496.5,52.41214752,1496.5,50.20981598,1496.5,50.42152405,1496.5,51.70423889,1496.5,48.93600464,1496.5,48.4228363,1496.5,50.39683151
1496,81.95362854,1496,0.038734391,1496,99.88748932,,,1496,68.58533478,1496,68.90869904,1496,67.79216003,1496,68.86967468,1496,67.7907486,1496,64.845047,1496,64.11481476,1496,52.33170319,1496,50.15500641,1496,50.30496216,1496,51.63908005,1496,48.85904312,1496,48.26711655,1496,50.38366318
1495.5,81.85107422,1495.5,-0.027352495,1495.5,100.2168655,,,1495.5,68.73292542,1495.5,68.9772644,1495.5,67.89094543,1495.5,68.92878723,1495.5,67.84048462,1495.5,64.97011566,1495.5,64.21504974,1495.5,52.47372818,1495.5,50.26810837,1495.5,50.43460846,1495.5,51.74902725,1495.5,49.00714874,1495.5,48.39230347,1495.5,50.37364197
1495,81.88161469,1495,-0.005008576,1495,99.99832916,,,1495,68.66989899,1495,68.97279358,1495,67.81218719,1495,68.89352417,1495,67.80102539,1495,64.85705566,1495,64.15390015,1495,52.36205292,1495,50.23069382,1495,50.37196732,1495,51.75225067,1495,48.94460297,1495,48.39425659,1495,50.30570221
1494.5,81.88129425,1494.5,-0.064212374,1494.5,100.0715103,,,1494.5,68.64238739,1494.5,68.90746307,1494.5,67.8646698,1494.5,68.90699005,1494.5,67.77708435,1494.5,64.87303925,1494.5,64.13851166,1494.5,52.44708252,1494.5,50.28135681,1494.5,50.46857452,1494.5,51.66534805,1494.5,48.92451096,1494.5,48.42767334,1494.5,50.3769989
1494,81.9260788,1494,0.040936451,1494,100.0033722,,,1494,68.57074738,1494,68.74848938,1494,67.73269653,1494,68.71434784,1494,67.75608063,1494,64.75630951,1494,63.98260117,1494,52.33449936,1494,50.18894577,1494,50.3360405,1494,51.65790176,1494,48.89055634,1494,48.32926559,1494,50.21632767
1493.5,81.91207886,1493.5,0.011929759,1493.5,99.9783783,,,1493.5,68.63327026,1493.5,68.81762695,1493.5,67.78151703,1493.5,68.8327179,1493.5,67.71878052,1493.5,64.72922516,1493.5,63.99103928,1493.5,52.31311417,1493.5,50.20239258,1493.5,50.33370972,1493.5,51.56127167,1493.5,48.87311935,1493.5,48.29985428,1493.5,50.23928833
1493,81.89040375,1493,0.067679457,1493,100.0097885,,,1493,68.56845856,1493,68.84035492,1493,67.74118042,1493,68.80944061,1493,67.7433548,1493,64.80513,1493,63.99972916,1493,52.30724716,1493,50.15979385,1493,50.28532791,1493,51.66611099,1493,48.65454483,1493,48.32512283,1493,50.28225327
1492.5,81.93171692,1492.5,0.074170157,1492.5,100.0495071,,,1492.5,68.474617,1492.5,68.75493622,1492.5,67.67797852,1492.5,68.74224091,1492.5,67.73055267,1492.5,64.65023041,1492.5,63.84239197,1492.5,52.26941681,1492.5,50.2144928,1492.5,50.36495209,1492.5,51.67781067,1492.5,48.92801666,1492.5,48.25661469,1492.5,50.21607971
1492,81.88279724,1492,0.146163806,1492,100.074852,,,1492,68.29881287,1492,68.71083832,1492,67.65509033,1492,68.70285034,1492,67.57118988,1492,64.67259979,1492,63.90771103,1492,52.21512985,1492,50.16432953,1492,50.31136322,1492,51.53593445,1492,48.84050369,1492,48.28317642,1492,50.2838974
1491.5,81.89601898,1491.5,-0.005794277,1491.5,99.99217224,,,1491.5,68.78772736,1491.5,68.83069611,1491.5,67.69287872,1491.5,68.73985291,1491.5,67.63950348,1491.5,64.70294952,1491.5,63.90504074,1491.5,52.33523941,1491.5,50.22305679,1491.5,50.28070831,1491.5,51.66406631,1491.5,48.90509415,1491.5,48.32861328,1491.5,50.33406067
1491,81.84799957,1491,0.023172656,1491,100.0959396,,,1491,68.56723785,1491,68.81369781,1491,67.78476715,1491,68.77529907,1491,67.74650574,1491,64.80587769,1491,63.90567398,1491,52.34077072,1491,50.21503067,1491,50.28855896,1491,51.67538452,1491,48.93585205,1491,48.30567551,1491,50.26729584
1490.5,81.91921234,1490.5,0.027567625,1490.5,99.95802307,,,1490.5,68.47332764,1490.5,68.6700058,1490.5,67.55052948,1490.5,68.69415283,1490.5,67.74357605,1490.5,64.64779663,1490.5,63.86301041,1490.5,52.32099915,1490.5,50.22587585,1490.5,50.34135437,1490.5,51.66749954,1490.5,48.85710526,1490.5,48.27980042,1490.5,50.28739166
1490,81.88405609,1490,0.036213145,1490,99.98377228,,,1490,68.46175385,1490,68.69075012,1490,67.68601227,1490,68.68467712,1490,67.64347839,1490,64.63742828,1490,63.76021957,1490,52.32966995,1490,50.16178513,1490,50.29814911,1490,51.67716599,1490,48.83598328,1490,48.26197433,1490,50.2748909
1489.5,81.90193939,1489.5,-0.002527317,1489.5,100.0353546,,,1489.5,68.45623016,1489.5,68.66851044,1489.5,67.54255676,1489.5,68.60346222,1489.5,67.63706207,1489.5,64.5765152,1489.5,63.79103851,1489.5,52.28952026,1489.5,50.19319534,1489.5,50.39179993,1489.5,51.72170258,1489.5,48.98421097,1489.5,48.31048965,1489.5,50.29975128
1489,81.85883331,1489,-0.059405413,1489,100.0671844,,,1489,68.49298096,1489,68.751091,1489,67.59062195,1489,68.73460388,1489,67.68540955,1489,64.63438416,1489,63.81741714,1489,52.4509964,1489,50.28421402,1489,50.37926483,1489,51.74378204,1489,49.00674057,1489,48.40777206,1489,50.29202652
1488.5,81.86227417,1488.5,0.055014309,1488.5,99.99888611,,,1488.5,68.38900757,1488.5,68.74923706,1488.5,67.53050232,1488.5,68.69235992,1488.5,67.67285156,1488.5,64.64099884,1488.5,63.73295212,1488.5,52.32471085,1488.5,50.12320709,1488.5,50.25563812,1488.5,51.59651566,1488.5,48.81438828,1488.5,48.30629349,1488.5,50.2783432
1488,81.86484528,1488,-0.035641145,1488,100.0406113,,,1488,68.44252014,1488,68.6867981,1488,67.60562134,1488,68.64476013,1488,67.64601898,1488,64.54357147,1488,63.7081604,1488,52.37074661,1488,50.23272705,1488,50.30475235,1488,51.69783783,1488,48.89783478,1488,48.36675644,1488,50.26787949
1487.5,81.85432434,1487.5,0.009706137,1487.5,100.0664597,,,1487.5,68.38512421,1487.5,68.6665802,1487.5,67.64283752,1487.5,68.59707642,1487.5,67.51689148,1487.5,64.59256744,1487.5,63.75373459,1487.5,52.22951126,1487.5,50.16565323,1487.5,50.37621689,1487.5,51.64074707,1487.5,48.91624451,1487.5,48.33516312,1487.5,50.27877808
1487,81.9165802,1487,-0.057345171,1487,99.95050812,,,1487,68.26921082,1487,68.54498291,1487,67.47020721,1487,68.63178253,1487,67.63194275,1487,64.45002747,1487,63.48618317,1487,52.28915787,1487,50.21188354,1487,50.30819702,1487,51.66199875,1487,48.86711502,1487,48.34236145,1487,50.28923035
1486.5,81.87979889,1486.5,0.018232204,1486.5,100.0445862,,,1486.5,68.37174988,1486.5,68.54463196,1486.5,67.45149994,1486.5,68.60637665,1486.5,67.59760284,1486.5,64.46212769,1486.5,63.62802505,1486.5,52.27008057,1486.5,50.11148453,1486.5,50.2578125,1486.5,51.59651184,1486.5,48.87314224,1486.5,48.27223969,1486.5,50.2031517
1486,81.92894745,1486,0.035807509,1486,99.92396545,,,1486,68.30264282,1486,68.5356369,1486,67.36875153,1486,68.49571991,1486,67.48501587,1486,64.36762238,1486,63.50470352,1486,52.25754929,1486,50.20586777,1486,50.27898407,1486,51.53025818,1486,48.86133194,1486,48.26095581,1486,50.22060394
1485.5,81.89069366,1485.5,0.000645633,1485.5,99.8783493,,,1485.5,68.29391479,1485.5,68.61734772,1485.5,67.46590424,1485.5,68.38922119,1485.5,67.47447968,1485.5,64.49714661,1485.5,63.62922668,1485.5,52.19724655,1485.5,50.15701675,1485.5,50.22008514,1485.5,51.67990875,1485.5,48.90559769,1485.5,48.26986694,1485.5,50.28328705
1485,81.82640076,1485,0.014052258,1485,100.0011292,,,1485,68.26956177,1485,68.54425812,1485,67.49839783,1485,68.61432648,1485,67.54627228,1485,64.49019623,1485,63.60675812,1485,52.3197937,1485,50.19797516,1485,50.30693817,1485,51.6184082,1485,48.89730835,1485,48.35479355,1485,50.28023148
1484.5,81.87958527,1484.5,0.033160746,1484.5,99.96984863,,,1484.5,68.23897552,1484.5,68.48396301,1484.5,67.4216156,1484.5,68.44179535,1484.5,67.48053741,1484.5,64.45935059,1484.5,63.47588348,1484.5,52.24045944,1484.5,50.12511063,1484.5,50.24752045,1484.5,51.61822891,1484.5,48.87837601,1484.5,48.1422081,1484.5,50.27006912
1484,81.85856628,1484,0.009579306,1484,99.95233917,,,1484,68.2662735,1484,68.47938538,1484,67.40026855,1484,68.45350647,1484,67.49051666,1484,64.3757782,1484,63.39493561,1484,52.25704956,1484,50.10769272,1484,50.24148178,1484,51.54694366,1484,48.87353516,1484,48.27057648,1484,50.26739883
1483.5,81.86777496,1483.5,-0.01051081,1483.5,100.0079727,,,1483.5,68.22603607,1483.5,68.49336243,1483.5,67.36162567,1483.5,68.41411591,1483.5,67.42887878,1483.5,64.3391037,1483.5,63.43191147,1483.5,52.31397629,1483.5,50.10151291,1483.5,50.20731735,1483.5,51.58523178,1483.5,48.86732864,1483.5,48.32541275,1483.5,50.20450211
1483,81.84923553,1483,-0.025676792,1483,100.0135269,,,1483,68.23458099,1483,68.47096252,1483,67.36541748,1483,68.36811066,1483,67.49690247,1483,64.34858704,1483,63.44940186,1483,52.30931091,1483,50.19934845,1483,50.27124786,1483,51.53438568,1483,48.84407806,1483,48.24924469,1483,50.24100494
1482.5,81.84736633,1482.5,0.035758119,1482.5,100.0399475,,,1482.5,68.1971817,1482.5,68.41663361,1482.5,67.25339508,1482.5,68.37397003,1482.5,67.48184204,1482.5,64.30071259,1482.5,63.353302,1482.5,52.23991776,1482.5,50.06638718,1482.5,50.23611832,1482.5,51.57196426,1482.5,48.88341141,1482.5,48.27207184,1482.5,50.17386627
1482,81.8717804,1482,0.011897857,1482,100.0247955,,,1482,68.11680603,1482,68.36904144,1482,67.23901367,1482,68.35780334,1482,67.44591522,1482,64.30635071,1482,63.34346008,1482,52.21474838,1482,50.14760971,1482,50.27963638,1482,51.49728775,1482,48.83673096,1482,48.26144409,1482,50.21236038
1481.5,81.85483551,1481.5,0.008321164,1481.5,100.0214081,,,1481.5,68.1450882,1481.5,68.41514587,1481.5,67.28210449,1481.5,68.31369019,1481.5,67.42597961,1481.5,64.27259827,1481.5,63.35417557,1481.5,52.22221756,1481.5,50.13873672,1481.5,50.20813751,1481.5,51.65494156,1481.5,48.81787109,1481.5,48.33054352,1481.5,50.19961166
1481,81.8475647,1481,0.033162028,1481,100.0403976,,,1481,68.13165283,1481,68.38129425,1481,67.3384552,1481,68.32702637,1481,67.44470215,1481,64.24648285,1481,63.37541962,1481,52.25468445,1481,50.09116364,1481,50.16767502,1481,51.58618164,1481,48.80746841,1481,48.23831177,1481,50.24622726
1480.5,81.85092163,1480.5,0.000330271,1480.5,99.93965149,,,1480.5,68.1242981,1480.5,68.35251617,1480.5,67.22052002,1480.5,68.3195343,1480.5,67.34742737,1480.5,64.22985077,1480.5,63.25982285,1480.5,52.18482208,1480.5,50.15310669,1480.5,50.24313354,1480.5,51.52708435,1480.5,48.83844757,1480.5,48.25793076,1480.5,50.24923706
1480,81.92630768,1480,-0.012616506,1480,99.95252228,,,1480,68.00801849,1480,68.32297516,1480,67.17817688,1480,68.24754333,1480,67.31131744,1480,64.21995544,1480,63.17884445,1480,52.26748657,1480,50.03481674,1480,50.18696594,1480,51.52435303,1480,48.80860901,1480,48.20005417,1480,50.23743057
1479.5,81.75793457,1479.5,-0.007676394,1479.5,100.1403198,,,1479.5,68.12892914,1479.5,68.37197876,1479.5,67.31633759,1479.5,68.44430542,1479.5,67.42871094,1479.5,64.31859589,1479.5,63.29232407,1479.5,52.25636292,1479.5,50.13939667,1479.5,50.26450729,1479.5,51.60921097,1479.5,48.92158508,1479.5,48.30514526,1479.5,50.25693893
1479,81.76499939,1479,-0.01947201,1479,100.1157761,,,1479,68.11389923,1479,68.28219604,1479,67.36366272,1479,68.36628723,1479,67.36626434,1479,64.30867004,1479,63.26275635,1479,52.34595108,1479,50.15850067,1479,50.28531647,1479,51.64163208,1479,48.80076599,1479,48.3377037,1479,50.29414749
1478.5,81.83050537,1478.5,0.009037739,1478.5,100.1124496,,,1478.5,68.11282349,1478.5,68.24533081,1478.5,67.11269379,1478.5,68.17202759,1478.5,67.31710815,1478.5,64.20245361,1478.5,63.13080215,1478.5,52.16900635,1478.5,50.04749298,1478.5,50.21083832,1478.5,51.57015991,1478.5,48.80771255,1478.5,48.31867981,1478.5,50.24428558
1478,81.82711792,1478,0.026321935,1478,99.98139954,,,1478,68.05974579,1478,68.25989532,1478,67.13970184,1478,68.30993652,1478,67.26834869,1478,64.14321899,1478,63.21750259,1478,52.18655396,1478,50.14676285,1478,50.19507599,1478,51.51897812,1478,48.81070709,1478,48.25787354,1478,50.19740295
1477.5,81.85878754,1477.5,0.055943012,1477.5,100.0089493,,,1477.5,67.90972137,1477.5,68.14429474,1477.5,67.08573151,1477.5,68.13848877,1477.5,67.1750946,1477.5,64.09729004,1477.5,63.19216537,1477.5,52.19060898,1477.5,50.02510452,1477.5,50.12110901,1477.5,51.45288086,1477.5,48.73579025,1477.5,48.20822144,1477.5,50.18385696
1477,81.82602692,1477,-0.008930756,1477,99.97138214,,,1477,67.95505524,1477,68.29725647,1477,67.19500732,1477,68.16226959,1477,67.34182739,1477,64.07737732,1477,63.11291504,1477,52.20936584,1477,50.08116531,1477,50.19966507,1477,51.56472778,1477,48.87000656,1477,48.3783493,1477,50.17076874
1476.5,81.86235809,1476.5,0.045376066,1476.5,99.94083405,,,1476.5,67.87983704,1476.5,68.14775848,1476.5,67.05259705,1476.5,68.17996216,1476.5,67.18836975,1476.5,64.05099487,1476.5,63.00762939,1476.5,52.16483307,1476.5,49.981884,1476.5,50.14781189,1476.5,51.50354385,1476.5,48.70388031,1476.5,48.21902847,1476.5,50.16014481
1476,81.83151245,1476,0.013932597,1476,100.0197754,,,1476,67.94535828,1476,68.23259735,1476,67.1053009,1476,68.1318512,1476,67.25374603,1476,64.06742096,1476,63.02748489,1476,52.17874527,1476,50.12685013,1476,50.15134048,1476,51.59253311,1476,48.79660034,1476,48.22284317,1476,50.18426895
1475.5,81.89864349,1475.5,-0.012786849,1475.5,100.0716782,,,1475.5,67.85498047,1475.5,68.08093262,1475.5,66.99942017,1475.5,68.08862305,1475.5,67.15026093,1475.5,63.9760437,1475.5,62.96025467,1475.5,52.1709671,1475.5,50.01929855,1475.5,50.14725876,1475.5,51.49089813,1475.5,48.82344055,1475.5,48.20746613,1475.5,50.35417175
1475,81.7850647,1475,0.069412678,1475,100.0850067,,,1475,67.9657135,1475,68.11745453,1475,67.07666016,1475,68.04800415,1475,67.24668121,1475,64.07555389,1475,63.01213074,1475,52.12549591,1475,50.03310394,1475,50.21544266,1475,51.52131271,1475,48.86224365,1475,48.24743271,1475,50.18481445
1474.5,81.81632996,1474.5,-0.009884504,1474.5,100.020668,,,1474.5,67.92160034,1474.5,68.16166687,1474.5,67.06391144,1474.5,68.09269714,1474.5,67.23247528,1474.5,64.05445099,1474.5,62.99806976,1474.5,52.20545959,1474.5,50.10209656,1474.5,50.17702484,1474.5,51.45259476,1474.5,48.80352783,1474.5,48.2371521,1474.5,50.22236633
1474,81.78812408,1474,-0.019129233,1474,100.061264,,,1474,67.94792175,1474,68.16223907,1474,66.99823761,1474,68.14662933,1474,67.27333832,1474,64.01259613,1474,63.03181076,1474,52.33489227,1474,50.11629486,1474,50.21072006,1474,51.47854233,1474,48.8285141,1474,48.26343155,1474,50.22715759
1473.5,81.83383179,1473.5,-0.02180949,1473.5,100.0118713,,,1473.5,67.90411377,1473.5,68.10133362,1473.5,67.11595917,1473.5,68.00259399,1473.5,67.17285156,1473.5,64.01987457,1473.5,63.0527916,1473.5,52.16401672,1473.5,50.08250427,1473.5,50.13334656,1473.5,51.53042221,1473.5,48.77905273,1473.5,48.2669754,1473.5,50.27671432
1473,81.85554504,1473,0.050956029,1473,99.9941864,,,1473,67.85942841,1473,68.00444794,1473,66.90427399,1473,68.0490036,1473,67.05099487,1473,63.92414093,1473,62.88626099,1473,52.10800171,1473,50.01587677,1473,50.11602783,1473,51.4069252,1473,48.64920044,1473,48.27565384,1473,50.06106567
1472.5,81.86587524,1472.5,0.056558888,1472.5,100.0094147,,,1472.5,67.74239349,1472.5,67.91976929,1472.5,66.88808441,1472.5,68.02922821,1472.5,67.05963898,1472.5,63.9077301,1472.5,62.79668808,1472.5,52.08370209,1472.5,50.02037811,1472.5,50.08728409,1472.5,51.39664841,1472.5,48.68979263,1472.5,48.16355896,1472.5,50.09207916
1472,81.85863495,1472,0.033007368,1472,99.99333954,,,1472,67.8568573,1472,67.92984772,1472,66.91358948,1472,67.99894714,1472,67.04904938,1472,63.9487381,1472,62.87270355,1472,52.12701416,1472,49.9741745,1472,50.13484192,1472,51.50753403,1472,48.76529694,1472,48.24522781,1472,50.14723969
1471.5,81.87155151,1471.5,0.041980553,1471.5,99.96582031,,,1471.5,67.74018097,1471.5,67.96659851,1471.5,66.92928314,1471.5,67.91566467,1471.5,67.12693024,1471.5,63.84175873,1471.5,62.74765015,1471.5,52.08106232,1471.5,49.95290756,1471.5,50.07746887,1471.5,51.38746643,1471.5,48.73238373,1471.5,48.19753647,1471.5,50.1443634
1471,81.79541779,1471,0.011747469,1471,100.0243988,,,1471,67.82258606,1471,68.0713501,1471,66.97930908,1471,68.03140259,1471,67.1135025,1471,63.90869141,1471,62.71783066,1471,52.15820694,1471,50.08634186,1471,50.12588501,1471,51.45627975,1471,48.79851532,1471,48.23903656,1471,50.21420288
1470.5,81.85649109,1470.5,0.047376603,1470.5,99.98379517,,,1470.5,67.69229889,1470.5,67.94271088,1470.5,66.83585358,1470.5,67.94631195,1470.5,67.0318222,1470.5,63.84352875,1470.5,62.67124939,1470.5,52.11968994,1470.5,50.00368881,1470.5,50.07426071,1470.5,51.47748566,1470.5,48.76865387,1470.5,48.23250961,1470.5,50.10837936
1470,81.86883545,1470,-0.019870963,1470,99.99313354,,,1470,67.70069122,1470,67.9440918,1470,66.82192993,1470,67.9500351,1470,67.09807587,1470,63.81666183,1470,62.65652847,1470,52.14846802,1470,49.9914093,1470,50.01114655,1470,51.50681305,1470,48.79773712,1470,48.27756882,1470,50.14962387
1469.5,81.8174057,1469.5,0.002105169,1469.5,100.0176163,,,1469.5,67.80290222,1469.5,67.98072815,1469.5,66.92268372,1469.5,67.96906281,1469.5,67.06383514,1469.5,63.91112137,1469.5,62.70010376,1469.5,52.12319946,1469.5,49.9913559,1469.5,50.13341904,1469.5,51.39293671,1469.5,48.80655289,1469.5,48.20378876,1469.5,50.17498016
1469,81.88318634,1469,0.047846284,1469,99.98474121,,,1469,67.65225983,1469,67.8471756,1469,66.80514526,1469,67.92346954,1469,67.00010681,1469,63.76908493,1469,62.65473175,1469,52.06036377,1469,49.93687057,1469,50.02880096,1469,51.36636353,1469,48.72305298,1469,48.20450974,1469,50.06957245
1468.5,81.80683136,1468.5,0.024109066,1468.5,100.0128403,,,1468.5,67.73326111,1468.5,67.87474823,1468.5,66.87388611,1468.5,67.92440796,1468.5,67.04488373,1468.5,63.84529877,1468.5,62.63806152,1468.5,52.12568665,1468.5,49.98751831,1468.5,50.16404343,1468.5,51.36489105,1468.5,48.74172974,1468.5,48.19291687,1468.5,50.1532135
1468,81.87479401,1468,-0.011689267,1468,99.9657135,,,1468,67.62482452,1468,67.90346527,1468,66.82097626,1468,67.84716034,1468,66.98021698,1468,63.77254868,1468,62.64886093,1468,52.18205261,1468,49.97612762,1468,50.07748032,1468,51.46682739,1468,48.73069763,1468,48.17366791,1468,50.16315079
1467.5,81.89788055,1467.5,0.035085056,1467.5,99.92352295,,,1467.5,67.60398865,1467.5,67.90784454,1467.5,66.70676422,1467.5,67.82512665,1467.5,66.92311096,1467.5,63.76935959,1467.5,62.49305725,1467.5,52.09604645,1467.5,49.91978836,1467.5,50.02801514,1467.5,51.44280243,1467.5,48.69794846,1467.5,48.15752029,1467.5,50.01860809
