Baseline 100%T,,Baseline 0%T,,blanco,,blanco1,,t1_casca,,t1_topo,,t1_meio,,t1_base,,s1_0_20,,s1_20_40,,s1_40_60,,t4_casca,,t4_topo,,t4_meio,,t4_base,,s4_0_20,,s4_10_40,,s4_40_60,
Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R
1540.5,81.76038361,1540.5,0.007368655,1540.5,100.1396561,,,1540.5,70.10198975,1540.5,70.32489014,1540.5,69.29368591,1540.5,70.28739166,1540.5,68.85253143,1540.5,66.27528381,1540.5,66.20188141,1540.5,52.73778915,1540.5,50.6340332,1540.5,50.79352951,1540.5,51.99232101,1540.5,49.1580658,1540.5,48.58864594,1540.5,50.61734772
1540,82.01407623,1540,-0.00984315,1540,99.66333008,,,1540,69.80077362,1540,70.09625244,1540,69.0669632,1540,70.02270508,1540,68.81148529,1540,66.12873077,1540,66.01062012,1540,52.61550522,1540,50.43566132,1540,50.75797272,1540,51.9718895,1540,49.08028412,1540,48.462677,1540,50.41968918
1539.5,81.83802032,1539.5,0.022930691,1539.5,99.93027496,,,1539.5,69.97314453,1539.5,70.22122192,1539.5,69.23867798,1539.5,70.13640594,1539.5,68.88103485,1539.5,66.20449066,1539.5,66.13020325,1539.5,52.68735886,1539.5,50.49629974,1539.5,50.74347305,1539.5,51.90070343,1539.5,49.16780472,1539.5,48.51859665,1539.5,50.41255951
1539,81.90240479,1539,0.054308772,1539,99.86399078,,,1539,69.79354858,1539,70.20680237,1539,69.08978271,1539,70.07099152,1539,68.77729034,1539,66.13306427,1539,66.06233978,1539,52.66503143,1539,50.56211472,1539,50.67788315,1539,51.87943649,1539,49.02383804,1539,48.4258728,1539,50.36036301
1538.5,81.90830231,1538.5,-0.001229747,1538.5,99.90933228,,,1538.5,69.89368439,1538.5,70.15460968,1538.5,69.1255188,1538.5,69.98200226,1538.5,68.72831726,1538.5,66.12724304,1538.5,66.00019836,1538.5,52.68866348,1538.5,50.51556396,1538.5,50.66639709,1538.5,52.04085541,1538.5,49.08802795,1538.5,48.41430664,1538.5,50.46396255
1538,81.73918152,1538,-0.004729503,1538,100.1617661,,,1538,70.00949097,1538,70.33517456,1538,69.2146759,1538,70.29920959,1538,68.97383118,1538,66.26623535,1538,66.13594055,1538,52.75784683,1538,50.60561371,1538,50.82499313,1538,52.04615784,1538,49.33259201,1538,48.58358765,1538,50.55052567
1537.5,81.74987793,1537.5,0.079090729,1537.5,100.0904236,,,1537.5,69.9079361,1537.5,70.22019958,1537.5,69.15229034,1537.5,70.05137634,1537.5,68.98369598,1537.5,66.22718048,1537.5,66.15527344,1537.5,52.74314117,1537.5,50.56628418,1537.5,50.75944138,1537.5,52.05293274,1537.5,49.0890007,1537.5,48.51535797,1537.5,50.39871216
1537,81.8246994,1537,-0.018203227,1537,99.99619293,,,1537,69.90824127,1537,70.25233459,1537,69.05079651,1537,70.09870148,1537,68.89129639,1537,66.14060974,1537,66.12075806,1537,52.67483139,1537,50.59817886,1537,50.89037323,1537,52.12202835,1537,49.18657684,1537,48.49340439,1537,50.54023361
1536.5,81.85640717,1536.5,-0.043949675,1536.5,99.93658447,,,1536.5,69.7533493,1536.5,70.20776367,1536.5,69.18781281,1536.5,70.03392029,1536.5,68.79420471,1536.5,66.20909882,1536.5,66.05853271,1536.5,52.67630386,1536.5,50.57181549,1536.5,50.74648285,1536.5,52.01352692,1536.5,49.09601212,1536.5,48.55847931,1536.5,50.49279785
1536,81.77501678,1536,-0.025830418,1536,100.0684586,,,1536,69.89547729,1536,70.23210907,1536,69.19933319,1536,70.16836548,1536,68.99710083,1536,66.18786621,1536,66.07209778,1536,52.76550674,1536,50.68810654,1536,50.793396,1536,52.00239944,1536,49.17718506,1536,48.49622726,1536,50.54787445
1535.5,81.85971069,1535.5,0.026658792,1535.5,100.065361,,,1535.5,69.87258148,1535.5,70.19646454,1535.5,69.03026581,1535.5,70.04718781,1535.5,68.81959534,1535.5,66.09562683,1535.5,65.91653442,1535.5,52.50550461,1535.5,50.53537369,1535.5,50.65700912,1535.5,52.03735352,1535.5,49.1437149,1535.5,48.71002579,1535.5,50.40524673
1535,81.83437347,1535,0.080640912,1535,100.0611877,,,1535,69.75359344,1535,70.22353363,1535,69.07778931,1535,70.07534027,1535,68.66820526,1535,66.09484863,1535,65.91422272,1535,52.60710144,1535,50.47999191,1535,50.71065903,1535,51.97473907,1535,49.11212158,1535,48.48868942,1535,50.38952637
1534.5,81.84513092,1534.5,-0.023617353,1534.5,99.98434448,,,1534.5,69.81954193,1534.5,70.16889191,1534.5,69.12699127,1534.5,70.04924011,1534.5,68.8379364,1534.5,66.13265228,1534.5,65.98126984,1534.5,52.80054092,1534.5,50.53854752,1534.5,50.70589828,1534.5,51.9635849,1534.5,49.11945343,1534.5,48.62340927,1534.5,50.54328537
1534,81.78199005,1534,0.049631465,1534,100.0952835,,,1534,69.85284424,1534,70.20822144,1534,69.02426147,1534,70.06847382,1534,68.8010025,1534,66.09424591,1534,65.98374939,1534,52.70918655,1534,50.51300049,1534,50.70617294,1534,52.01535034,1534,49.09069061,1534,48.51924133,1534,50.49677658
1533.5,81.89766693,1533.5,-0.002389967,1533.5,99.93743134,,,1533.5,69.72875214,1533.5,70.14932251,1533.5,68.98807526,1533.5,69.94511414,1533.5,68.7379837,1533.5,66.05242157,1533.5,65.88805389,1533.5,52.65288925,1533.5,50.56192398,1533.5,50.64271545,1533.5,51.90071487,1533.5,49.16515732,1533.5,48.40495682,1533.5,50.5109787
1533,81.96440125,1533,-0.006275294,1533,99.86356354,,,1533,69.73777771,1533,70.05349731,1533,68.96147156,1533,69.99215698,1533,68.66659546,1533,66.03688049,1533,65.83432007,1533,52.55452347,1533,50.47661591,1533,50.60126877,1533,51.94253922,1533,49.09293747,1533,48.37924194,1533,50.40157318
1532.5,81.83238983,1532.5,0.04606327,1532.5,100.1310577,,,1532.5,69.75252533,1532.5,70.12705231,1532.5,68.9910965,1532.5,69.97385406,1532.5,68.73671722,1532.5,66.12242126,1532.5,65.94586945,1532.5,52.6643219,1532.5,50.55960846,1532.5,50.68610382,1532.5,52.02119446,1532.5,49.11751938,1532.5,48.43825531,1532.5,50.53411102
1532,81.78176117,1532,-0.133455247,1532,100.1726379,,,1532,69.91981506,1532,70.28140259,1532,68.98431396,1532,70.06922913,1532,68.74563599,1532,66.27397156,1532,65.96478271,1532,52.81141281,1532,50.55885315,1532,50.87541199,1532,52.09020233,1532,49.26937103,1532,48.66145706,1532,50.58736038
1531.5,81.91653442,1531.5,0.029348934,1531.5,99.97947693,,,1531.5,69.7097168,1531.5,70.05479431,1531.5,68.95283508,1531.5,69.93299866,1531.5,68.74661255,1531.5,65.94895935,1531.5,65.81132507,1531.5,52.68473816,1531.5,50.47262192,1531.5,50.70796204,1531.5,51.92248917,1531.5,49.10855484,1531.5,48.47320938,1531.5,50.44120407
1531,81.83000946,1531,-0.031323224,1531,100.0429306,,,1531,69.79808044,1531,70.04136658,1531,68.98264313,1531,69.99993896,1531,68.70317078,1531,66.10587311,1531,65.83893585,1531,52.70965195,1531,50.59081268,1531,50.77219772,1531,51.96274948,1531,49.17027283,1531,48.60731506,1531,50.50806427
1530.5,81.88793945,1530.5,0.020232063,1530.5,100.1187439,,,1530.5,69.69519043,1530.5,70.049263,1530.5,68.95587158,1530.5,69.90193176,1530.5,68.76737976,1530.5,65.92840576,1530.5,65.78027344,1530.5,52.60746384,1530.5,50.44849396,1530.5,50.63459396,1530.5,51.93419647,1530.5,49.07740021,1530.5,48.48112488,1530.5,50.42061234
1530,81.97090912,1530,0.079009548,1530,99.83129883,,,1530,69.62760925,1530,70.07521057,1530,68.81497192,1530,69.76328278,1530,68.53713226,1530,65.85321808,1530,65.65809631,1530,52.59062195,1530,50.37287903,1530,50.58674622,1530,51.87288666,1530,49.04655838,1530,48.43038177,1530,50.32552338
1529.5,81.80036163,1529.5,0.012594821,1529.5,100.0750427,,,1529.5,69.71578217,1529.5,70.07769012,1529.5,68.98101044,1529.5,69.96147156,1529.5,68.74765015,1529.5,65.98934174,1529.5,65.83856201,1529.5,52.61027908,1529.5,50.55575943,1529.5,50.62534714,1529.5,51.96295929,1529.5,49.16909409,1529.5,48.57130432,1529.5,50.49617767
1529,81.84562683,1529,-0.01560082,1529,99.90039825,,,1529,69.71170807,1529,70.02096558,1529,68.90619659,1529,69.66405487,1529,68.75081635,1529,65.92691803,1529,65.76431274,1529,52.74259567,1529,50.473423,1529,50.80762482,1529,51.93576813,1529,49.15454865,1529,48.48521042,1529,50.51580048
1528.5,81.90409088,1528.5,0.035168476,1528.5,99.94969177,,,1528.5,69.62708282,1528.5,69.98657227,1528.5,68.84622192,1528.5,69.85470581,1528.5,68.60817719,1528.5,65.955513,1528.5,65.77999878,1528.5,52.59614563,1528.5,50.34329224,1528.5,50.63337708,1528.5,51.96123123,1528.5,49.03370285,1528.5,48.43117142,1528.5,50.41501617
1528,81.83468628,1528,0.009445187,1528,100.0071564,,,1528,69.6375885,1528,70.00078583,1528,68.92051697,1528,69.94986725,1528,68.69486237,1528,65.97411346,1528,65.72721863,1528,52.58514404,1528,50.54407883,1528,50.70800018,1528,52.00761032,1528,49.08308792,1528,48.45426559,1528,50.53816986
1527.5,81.89471436,1527.5,-0.085798927,1527.5,99.97548676,,,1527.5,69.67753601,1527.5,70.09395599,1527.5,68.90505981,1527.5,69.90875244,1527.5,68.58932495,1527.5,65.92835236,1527.5,65.77980804,1527.5,52.69389725,1527.5,50.56025314,1527.5,50.83520508,1527.5,51.94982147,1527.5,49.06558228,1527.5,48.57937241,1527.5,50.59135056
1527,81.93897247,1527,0.075809382,1527,99.93223572,,,1527,69.51853943,1527,69.93278503,1527,68.68034363,1527,69.71257019,1527,68.46936035,1527,65.86019135,1527,65.54400635,1527,52.54223251,1527,50.30499268,1527,50.61367798,1527,51.97881317,1527,49.03535843,1527,48.35974121,1527,50.32833099
1526.5,81.95584106,1526.5,-0.011811562,1526.5,99.85858917,,,1526.5,69.56804657,1526.5,69.89945984,1526.5,68.80843353,1526.5,69.83036041,1526.5,68.47718048,1526.5,65.84697723,1526.5,65.54673004,1526.5,52.61185074,1526.5,50.3915863,1526.5,50.66620636,1526.5,51.84427643,1526.5,49.16906738,1526.5,48.42718124,1526.5,50.41605759
1526,81.91603088,1526,0.007486988,1526,99.9597168,,,1526,69.60424805,1526,69.82231903,1526,68.86138916,1526,69.7934494,1526,68.54695892,1526,65.81419373,1526,65.5561142,1526,52.62466812,1526,50.41233444,1526,50.65591812,1526,51.94708633,1526,49.11330414,1526,48.37031174,1526,50.43567276
1525.5,81.83055878,1525.5,-0.009565612,1525.5,100.0724411,,,1525.5,69.62697601,1525.5,69.93022919,1525.5,68.85099792,1525.5,69.80462646,1525.5,68.60159302,1525.5,65.9848175,1525.5,65.62869263,1525.5,52.70526886,1525.5,50.46297836,1525.5,50.72913742,1525.5,51.9447403,1525.5,49.14094162,1525.5,48.45736694,1525.5,50.44322205
1525,81.84908295,1525,0.035841517,1525,99.98153687,,,1525,69.59702301,1525,69.93066406,1525,69.05727386,1525,69.87610626,1525,68.45779419,1525,65.81951141,1525,65.6616745,1525,52.69137192,1525,50.46567917,1525,50.65855408,1525,51.97232819,1525,49.10928726,1525,48.48532104,1525,50.52540207
1524.5,81.84883881,1524.5,-0.030582594,1524.5,100.0529785,,,1524.5,69.61167145,1524.5,69.99208832,1524.5,68.79252625,1524.5,69.84550476,1524.5,68.68589783,1524.5,65.89391327,1524.5,65.63774109,1524.5,52.61138535,1524.5,50.49196625,1524.5,50.69189072,1524.5,51.94630432,1524.5,49.13763428,1524.5,48.56831741,1524.5,50.42183304
1524,81.84646606,1524,0.013436387,1524,99.99858856,,,1524,69.61473083,1524,69.89935303,1524,68.77344513,1524,69.84524536,1524,68.52285004,1524,65.76226807,1524,65.49891663,1524,52.66045761,1524,50.61817169,1524,50.71315002,1524,51.96196365,1524,49.06523514,1524,48.45693588,1524,50.48521805
1523.5,81.86881256,1523.5,0.040695742,1523.5,100.0254364,,,1523.5,69.55175018,1523.5,69.79957581,1523.5,68.80453491,1523.5,69.7253952,1523.5,68.47348022,1523.5,65.58805084,1523.5,65.34749603,1523.5,52.59788132,1523.5,50.42890167,1523.5,50.65395355,1523.5,51.88280487,1523.5,49.06201172,1523.5,48.4504776,1523.5,50.47129822
1523,81.89347839,1523,0.016043046,1523,99.83670044,,,1523,69.49628448,1523,69.89528656,1523,68.74692535,1523,69.70137024,1523,68.5402298,1523,65.80551147,1523,65.53038025,1523,52.5763855,1523,50.41349411,1523,50.6423111,1523,51.84683228,1523,49.0476532,1523,48.37747574,1523,50.40554428
1522.5,81.8256073,1522.5,0.006791229,1522.5,100.0634918,,,1522.5,69.5714035,1522.5,69.92251587,1522.5,68.75202179,1522.5,69.70664215,1522.5,68.54728699,1522.5,65.85146332,1522.5,65.51560974,1522.5,52.6799736,1522.5,50.45941544,1522.5,50.70012283,1522.5,51.94931793,1522.5,49.11481476,1522.5,48.48860168,1522.5,50.37194061
1522,81.87963867,1522,-0.024839401,1522,99.96652222,,,1522,69.46125793,1522,69.83782959,1522,68.71938324,1522,69.75399017,1522,68.50863647,1522,65.81659698,1522,65.50348663,1522,52.5346756,1522,50.43305206,1522,50.62185669,1522,51.94275284,1522,49.16156769,1522,48.44337845,1522,50.50091553
1521.5,81.88609314,1521.5,0.057717752,1521.5,100.0596008,,,1521.5,69.48271179,1521.5,69.75379944,1521.5,68.65705872,1521.5,69.66322327,1521.5,68.38025665,1521.5,65.7069931,1521.5,65.43858337,1521.5,52.58073807,1521.5,50.47079468,1521.5,50.61741638,1521.5,51.9680748,1521.5,49.03026199,1521.5,48.40857315,1521.5,50.35175705
1521,81.90224457,1521,0.007661579,1521,99.91809845,,,1521,69.47628784,1521,69.85206604,1521,68.6359024,1521,69.66179657,1521,68.46089172,1521,65.70927429,1521,65.3791275,1521,52.60364914,1521,50.49275208,1521,50.64891434,1521,51.97510147,1521,49.13978577,1521,48.45112991,1521,50.50322342
1520.5,81.93820953,1520.5,-0.018856477,1520.5,99.93682861,,,1520.5,69.42996216,1520.5,69.78984833,1520.5,68.60974121,1520.5,69.67690277,1520.5,68.47996521,1520.5,65.72348785,1520.5,65.33905792,1520.5,52.57838821,1520.5,50.38478851,1520.5,50.57728195,1520.5,51.81771469,1520.5,49.11830902,1520.5,48.35652542,1520.5,50.36193085
1520,81.88291168,1520,0.032096542,1520,99.95004272,,,1520,69.42391968,1520,69.78740692,1520,68.60456848,1520,69.77981567,1520,68.46766663,1520,65.65898895,1520,65.4102478,1520,52.52711105,1520,50.46799088,1520,50.57965469,1520,51.88840485,1520,49.01476669,1520,48.46325302,1520,50.44235611
1519.5,81.96537781,1519.5,0.036280569,1519.5,99.87200928,,,1519.5,69.32266235,1519.5,69.64180756,1519.5,68.61690521,1519.5,69.61618805,1519.5,68.39517212,1519.5,65.39499664,1519.5,65.33280945,1519.5,52.4393692,1519.5,50.33594513,1519.5,50.59531403,1519.5,51.79255676,1519.5,48.98932266,1519.5,48.39770126,1519.5,50.39740372
1519,81.82723236,1519,0.020416912,1519,100.1082077,,,1519,69.46884155,1519,69.78962708,1519,68.70050049,1519,69.7477951,1519,68.65603638,1519,65.72029877,1519,65.40792847,1519,52.64057541,1519,50.48453903,1519,50.57218552,1519,51.91099167,1519,48.98816681,1519,48.42979431,1519,50.4974556
1518.5,81.85220337,1518.5,0.012537818,1518.5,100.0340195,,,1518.5,69.46260834,1518.5,69.7460556,1518.5,68.66268158,1518.5,69.70916748,1518.5,68.5018692,1518.5,65.61449432,1518.5,65.31855774,1518.5,52.59163284,1518.5,50.38628006,1518.5,50.68849182,1518.5,51.98060989,1518.5,49.13586807,1518.5,48.48975372,1518.5,50.41281509
1518,81.97129059,1518,0.031035829,1518,99.92208862,,,1518,69.37535095,1518,69.60927582,1518,68.53023529,1518,69.5125351,1518,68.3144989,1518,65.57053375,1518,65.20623779,1518,52.53024292,1518,50.39249802,1518,50.56106567,1518,51.80050278,1518,49.02468872,1518,48.35918045,1518,50.26593018
1517.5,81.865448,1517.5,0.029462637,1517.5,99.9702301,,,1517.5,69.41867065,1517.5,69.7333374,1517.5,68.56277466,1517.5,69.6008606,1517.5,68.39775085,1517.5,65.59697723,1517.5,65.236763,1517.5,52.53948975,1517.5,50.45396042,1517.5,50.62622833,1517.5,51.90505981,1517.5,49.06466675,1517.5,48.48808289,1517.5,50.39145279
1517,81.91973114,1517,-4.70E-05,1517,99.97343445,,,1517,69.28551483,1517,69.60925293,1517,68.57540131,1517,69.62924194,1517,68.38832855,1517,65.60897827,1517,65.17581177,1517,52.50870132,1517,50.44929504,1517,50.57794952,1517,51.85902786,1517,49.02371597,1517,48.35070419,1517,50.43725204
1516.5,81.95453644,1516.5,-0.02421456,1516.5,99.85508728,,,1516.5,69.3582077,1516.5,69.61281586,1516.5,68.55808258,1516.5,69.4704895,1516.5,68.23326111,1516.5,65.50100708,1516.5,65.24597168,1516.5,52.55110168,1516.5,50.39345169,1516.5,50.53761673,1516.5,51.83729553,1516.5,49.0172081,1516.5,48.40571594,1516.5,50.39079666
1516,81.86275482,1516,0.043766394,1516,100.0929337,,,1516,69.36275482,1516,69.67770386,1516,68.5292511,1516,69.59121704,1516,68.38735962,1516,65.63471985,1516,65.30177307,1516,52.6122818,1516,50.50964355,1516,50.58444595,1516,51.82092667,1516,49.06773376,1516,48.40892029,1516,50.41785812
1515.5,81.92745209,1515.5,0.021915967,1515.5,100.0061188,,,1515.5,69.25164795,1515.5,69.5938797,1515.5,68.40614319,1515.5,69.4682312,1515.5,68.29675293,1515.5,65.55599213,1515.5,65.15154266,1515.5,52.49106216,1515.5,50.4271431,1515.5,50.54433441,1515.5,51.90303421,1515.5,49.04853821,1515.5,48.4249382,1515.5,50.41500473
1515,81.86446381,1515,0.010504709,1515,100.0373611,,,1515,69.2875824,1515,69.66495514,1515,68.56200409,1515,69.65331268,1515,68.32919312,1515,65.5147171,1515,65.15397644,1515,52.62696838,1515,50.42533112,1515,50.57315826,1515,51.82561111,1515,49.10052109,1515,48.44863892,1515,50.46849823
1514.5,81.80850983,1514.5,0.076808631,1514.5,100.1366043,,,1514.5,69.34845734,1514.5,69.62741089,1514.5,68.57600403,1514.5,69.49629211,1514.5,68.4345932,1514.5,65.51503754,1514.5,65.17632294,1514.5,52.58853531,1514.5,50.44279861,1514.5,50.55423355,1514.5,51.91587067,1514.5,49.06270599,1514.5,48.49806976,1514.5,50.44109726
1514,81.83387756,1514,0.04530488,1514,99.97729492,,,1514,69.36908722,1514,69.5745163,1514,68.54283142,1514,69.50138092,1514,68.44069672,1514,65.56149292,1514,65.10343933,1514,52.55514526,1514,50.49368286,1514,50.58737564,1514,51.82209778,1514,49.07642365,1514,48.40594101,1514,50.4116478
1513.5,81.92220306,1513.5,0.025411187,1513.5,100.0387878,,,1513.5,69.23417664,1513.5,69.56371307,1513.5,68.44683075,1513.5,69.49537659,1513.5,68.25525665,1513.5,65.48098755,1513.5,65.03662109,1513.5,52.513237,1513.5,50.31834412,1513.5,50.59425354,1513.5,51.7768631,1513.5,49.05073166,1513.5,48.4508934,1513.5,50.37841034
1513,81.96348572,1513,-0.007404941,1513,99.91466522,,,1513,69.22781372,1513,69.50829315,1513,68.44358826,1513,69.43902588,1513,68.28133392,1513,65.40335846,1513,65.00894165,1513,52.44428635,1513,50.4288063,1513,50.53791809,1513,51.80938721,1513,49.01065063,1513,48.42947006,1513,50.42965317
1512.5,81.94245148,1512.5,0.023455847,1512.5,99.93048859,,,1512.5,69.15943909,1512.5,69.46353912,1512.5,68.40429688,1512.5,69.43807983,1512.5,68.28207397,1512.5,65.44663239,1512.5,65.00564575,1512.5,52.51242065,1512.5,50.39426041,1512.5,50.5558548,1512.5,51.89753723,1512.5,48.97950745,1512.5,48.35562134,1512.5,50.32010651
1512,81.86529541,1512,0.049816485,1512,100.0340118,,,1512,69.25466919,1512,69.50395203,1512,68.47211456,1512,69.47518921,1512,68.29889679,1512,65.4753952,1512,64.99526978,1512,52.5159111,1512,50.38594055,1512,50.55155182,1512,51.77822876,1512,49.06082153,1512,48.42657089,1512,50.3778801
1511.5,81.88640594,1511.5,-0.051402602,1511.5,100.0350342,,,1511.5,69.31749725,1511.5,69.46292877,1511.5,68.40658569,1511.5,69.51207733,1511.5,68.31609344,1511.5,65.50963593,1511.5,65.05425262,1511.5,52.57794189,1511.5,50.35738373,1511.5,50.58659744,1511.5,51.90920258,1511.5,49.09262085,1511.5,48.50262833,1511.5,50.46306229
1511,81.86457825,1511,-0.030224841,1511,100.0969315,,,1511,69.15100861,1511,69.52727509,1511,68.42622375,1511,69.45973206,1511,68.38763428,1511,65.5072403,1511,65.01509857,1511,52.5578804,1511,50.51137924,1511,50.55571365,1511,51.85894394,1511,49.1371994,1511,48.50802612,1511,50.47505569
1510.5,81.91169739,1510.5,0.046396419,1510.5,100.0073776,,,1510.5,69.11790466,1510.5,69.4691925,1510.5,68.34739685,1510.5,69.42799377,1510.5,68.19825745,1510.5,65.38246155,1510.5,64.9271698,1510.5,52.40899277,1510.5,50.37028885,1510.5,50.50479889,1510.5,51.81167603,1510.5,49.05819321,1510.5,48.41014862,1510.5,50.37276077
1510,81.84796906,1510,0.008267146,1510,100.0794983,,,1510,69.20362854,1510,69.5326004,1510,68.37452698,1510,69.42926025,1510,68.24154663,1510,65.47130585,1510,65.01292419,1510,52.50216293,1510,50.328022,1510,50.59683228,1510,51.94099426,1510,49.12564087,1510,48.46645737,1510,50.44608307
1509.5,81.96434021,1509.5,-0.035185479,1509.5,99.86589813,,,1509.5,69.06999207,1509.5,69.33287048,1509.5,68.29092407,1509.5,69.35988617,1509.5,68.27700043,1509.5,65.33840179,1509.5,64.86052704,1509.5,52.51452255,1509.5,50.34886551,1509.5,50.51251602,1509.5,51.71354294,1509.5,48.98093796,1509.5,48.42205429,1509.5,50.40707397
1509,81.88249207,1509,0.006947509,1509,99.94973755,,,1509,69.20388031,1509,69.50176239,1509,68.33589935,1509,69.36446381,1509,68.21465302,1509,65.34062958,1509,64.86574554,1509,52.522995,1509,50.49707794,1509,50.54797363,1509,51.78946304,1509,48.96707153,1509,48.43855667,1509,50.43093109
1508.5,81.89855194,1508.5,0.098372497,1508.5,100.0262833,,,1508.5,69.10157013,1508.5,69.39839172,1508.5,68.3134613,1508.5,69.29551697,1508.5,68.17679596,1508.5,65.28276825,1508.5,64.81264496,1508.5,52.41538239,1508.5,50.28514862,1508.5,50.44070053,1508.5,51.76031113,1508.5,48.96184158,1508.5,48.35818863,1508.5,50.35871887
1508,81.87223816,1508,0.05916243,1508,100.0629807,,,1508,69.06911469,1508,69.3087616,1508,68.28601074,1508,69.42529297,1508,68.07216644,1508,65.3380127,1508,64.78766632,1508,52.48900604,1508,50.39087677,1508,50.5955925,1508,51.77016449,1508,49.04881668,1508,48.39448547,1508,50.45370483
1507.5,81.89340973,1507.5,0.018628147,1507.5,100.06707,,,1507.5,69.0943985,1507.5,69.38729858,1507.5,68.29568481,1507.5,69.28624725,1507.5,68.02851868,1507.5,65.31137848,1507.5,64.77229309,1507.5,52.54631805,1507.5,50.28886032,1507.5,50.4879303,1507.5,51.79812241,1507.5,49.05821609,1507.5,48.35513306,1507.5,50.36564636
1507,81.84918213,1507,0.046483547,1507,100.0379333,,,1507,69.07592773,1507,69.42163849,1507,68.34547424,1507,69.33362579,1507,68.15854645,1507,65.32555389,1507,64.80239868,1507,52.57918167,1507,50.39564896,1507,50.52502823,1507,51.78076553,1507,48.99079132,1507,48.42803192,1507,50.44674301
1506.5,81.88173676,1506.5,0.033858512,1506.5,99.9905014,,,1506.5,69.03147125,1506.5,69.38577271,1506.5,68.18965149,1506.5,69.2754364,1506.5,68.23492432,1506.5,65.23083496,1506.5,64.69696045,1506.5,52.43720245,1506.5,50.32770538,1506.5,50.5226059,1506.5,51.77698898,1506.5,49.02495956,1506.5,48.41885757,1506.5,50.33087921
1506,81.90638733,1506,0.067792453,1506,100.0276794,,,1506,69.06726074,1506,69.29322052,1506,68.17507935,1506,69.23210144,1506,68.10508728,1506,65.22519684,1506,64.69213867,1506,52.43076706,1506,50.2687645,1506,50.44557571,1506,51.77233124,1506,49.0771637,1506,48.40421295,1506,50.30556488
1505.5,81.88826752,1505.5,-0.028662998,1505.5,99.98378754,,,1505.5,68.99710846,1505.5,69.35775757,1505.5,68.23456573,1505.5,69.2664032,1505.5,68.10800934,1505.5,65.2405014,1505.5,64.66970825,1505.5,52.55949402,1505.5,50.40177536,1505.5,50.55600357,1505.5,51.82514191,1505.5,48.99543762,1505.5,48.32650375,1505.5,50.58361435
1505,81.87534332,1505,0.02403881,1505,100.0727081,,,1505,69.0267334,1505,69.24980927,1505,68.18498993,1505,69.25341797,1505,68.15512848,1505,65.21577454,1505,64.6925354,1505,52.47325897,1505,50.31906891,1505,50.50930786,1505,51.78841782,1505,49.05276108,1505,48.4125061,1505,50.40061951
1504.5,81.92567444,1504.5,0.019216627,1504.5,99.95594788,,,1504.5,68.97738647,1504.5,69.27972412,1504.5,68.20001984,1504.5,69.2831192,1504.5,68.0532074,1504.5,65.17749786,1504.5,64.61994934,1504.5,52.46438217,1504.5,50.35344315,1504.5,50.46332932,1504.5,51.71795654,1504.5,48.96247864,1504.5,48.3278389,1504.5,50.31381989
1504,81.88967133,1504,0.004001534,1504,100.0033035,,,1504,68.9258728,1504,69.37666321,1504,68.16713715,1504,69.18675995,1504,68.06179047,1504,65.23184967,1504,64.64076996,1504,52.37202454,1504,50.33485413,1504,50.47899628,1504,51.84920502,1504,49.04079819,1504,48.4373436,1504,50.25696564
1503.5,81.93170166,1503.5,-0.001696246,1503.5,99.91824341,,,1503.5,68.92745209,1503.5,69.2173233,1503.5,68.09445953,1503.5,69.15125275,1503.5,68.12525177,1503.5,65.20703125,1503.5,64.58972931,1503.5,52.45192719,1503.5,50.26720047,1503.5,50.507061,1503.5,51.84566879,1503.5,49.00086212,1503.5,48.35393524,1503.5,50.37020493
1503,81.88195801,1503,-0.032728449,1503,100.0377655,,,1503,68.93919373,1503,69.31972504,1503,68.14247894,1503,69.1781311,1503,68.05233002,1503,65.15711212,1503,64.59043884,1503,52.44662094,1503,50.33906174,1503,50.54022217,1503,51.78275299,1503,49.01502609,1503,48.44185638,1503,50.46730804
1502.5,81.87181091,1502.5,0.025081862,1502.5,100.0648956,,,1502.5,68.93922424,1502.5,69.22144318,1502.5,68.13266754,1502.5,69.13076019,1502.5,68.06278992,1502.5,65.12570953,1502.5,64.50982666,1502.5,52.51128006,1502.5,50.33080673,1502.5,50.47932434,1502.5,51.72922134,1502.5,49.03904724,1502.5,48.46224976,1502.5,50.38993835
1502,81.90112305,1502,-0.003479261,1502,99.99250031,,,1502,68.88504028,1502,69.1934967,1502,68.05670929,1502,69.100914,1502,68.0647583,1502,65.15054321,1502,64.52308655,1502,52.41537094,1502,50.33577728,1502,50.44941711,1502,51.70311356,1502,49.11009216,1502,48.33080292,1502,50.38281631
1501.5,81.86037445,1501.5,0.034351062,1501.5,100.1510239,,,1501.5,68.91273499,1501.5,69.18273926,1501.5,68.08927155,1501.5,69.1446228,1501.5,67.96525574,1501.5,65.12609863,1501.5,64.47926331,1501.5,52.42702484,1501.5,50.30931854,1501.5,50.48323822,1501.5,51.6883316,1501.5,48.95721817,1501.5,48.36434937,1501.5,50.39259338
